date,hour,zone,device_id,power_kw_mean,power_kw_peak,voltage_v_mean,power_factor_mean,thd_pct_mean
2026-07-07,2,floor2,meter-floor2-01,49.5725,55.47,230.23000000000002,0.95025,2.8049999999999997
2026-07-07,2,serverroom,meter-server-01,48.8225,50.56,230.8625,0.72925,14.82
2026-07-07,3,building,meter-main-01,52.195,58.72,229.54,0.94975,2.7625
2026-07-07,3,floor1,meter-floor1-01,51.515,56.82,230.4075,0.9455,3.155
2026-07-07,3,floor2,meter-floor2-01,48.585,52.68,231.0375,0.94475,2.905
2026-07-07,3,serverroom,meter-server-01,49.8425,53.08,230.6825,0.73575,14.932500000000001
2026-07-07,4,building,meter-main-01,49.3975,52.62,229.1825,0.958,2.925
2026-07-07,4,floor1,meter-floor1-01,50.89,56.16,230.735,0.9365,3.135
2026-07-07,4,floor2,meter-floor2-01,49.715,53.84,230.2975,0.95075,2.7525
2026-07-07,4,serverroom,meter-server-01,68.5225,118.8,229.20999999999998,0.73,15.54
2026-07-07,5,building,meter-main-01,50.31,55.41,230.0625,0.951,2.9875
2026-07-07,5,floor1,meter-floor1-01,51.0375,55.16,230.315,0.938,2.975
2026-07-07,5,floor2,meter-floor2-01,47.3725,49.5,230.5325,0.9555,2.7275
2026-07-07,5,serverroom,meter-server-01,51.2625,54.96,227.3675,0.7364999999999999,14.85
2026-07-07,6,building,meter-main-01,52.1225,58.22,230.51749999999998,0.95275,2.6225
2026-07-07,6,floor1,meter-floor1-01,51.64,54.93,229.31,0.9355,3.4074999999999998
2026-07-07,6,floor2,meter-floor2-01,48.715,51.18,229.4525,0.9515,2.8225
2026-07-07,6,serverroom,meter-server-01,52.4,53.52,229.775,0.73125,14.995000000000001
2026-07-07,7,building,meter-main-01,49.9825,52.32,230.5625,0.9444999999999999,2.95
2026-07-07,7,floor1,meter-floor1-01,48.495,50.43,230.5025,0.9435,3.1975
2026-07-07,7,floor2,meter-floor2-01,50.21,52.5,230.5675,0.943,2.785
2026-07-07,7,serverroom,meter-server-01,48.7175,55.52,230.8275,0.7295,15.254999999999999
2026-07-07,8,building,meter-main-01,93.7125,97.68,230.1575,0.951,2.8049999999999997
2026-07-07,8,floor1,meter-floor1-01,89.1225,93.56,229.835,0.94075,3.3600000000000003
2026-07-07,8,floor2,meter-floor2-01,92.0375,97.72,229.4425,0.95,2.92
2026-07-07,8,serverroom,meter-server-01,90.50999999999999,95.96,229.77,0.72475,15.0625
2026-07-07,9,building,meter-main-01,105.7175,109.58,231.0025,0.9495,2.9074999999999998
2026-07-07,9,floor1,meter-floor1-01,107.44,111.71,230.03,0.9504999999999999,3.415
2026-07-07,9,floor2,meter-floor2-01,105.9875,117.13,229.53,0.951,2.7625
2026-07-07,9,serverroom,meter-server-01,108.6675,118.11,225.2775,0.732,15.0875
2026-07-07,10,building,meter-main-01,124.405,129.7,229.5775,0.95075,2.8475
2026-07-07,10,floor1,meter-floor1-01,123.13499999999999,129.01,229.1825,0.9395,3.3825
2026-07-07,10,floor2,meter-floor2-01,120.2975,127.46,229.29,0.948,3.035
2026-07-07,10,serverroom,meter-server-01,120.91499999999999,128.0,231.0325,0.7284999999999999,15.0975
2026-07-07,11,building,meter-main-01,137.2175,143.57,229.26,0.9425,2.7475
2026-07-07,11,floor1,meter-floor1-01,134.675,139.98,230.165,0.9455,3.1525
2026-07-07,11,floor2,meter-floor2-01,134.185,141.77,229.815,0.9472499999999999,2.9725
2026-07-07,11,serverroom,meter-server-01,133.8,138.97,230.4725,0.726,14.942499999999999
2026-07-07,12,building,meter-main-01,145.64499999999998,148.42,229.98000000000002,0.95175,2.7525
2026-07-07,12,floor1,meter-floor1-01,149.22750000000002,154.05,229.4875,0.9442499999999999,3.18
2026-07-07,12,floor2,meter-floor2-01,146.58,149.11,229.8175,0.9485,2.88
2026-07-07,12,serverroom,meter-server-01,148.85250000000002,151.65,229.935,0.7344999999999999,14.76
2026-07-07,13,building,meter-main-01,153.4775,157.26,230.8475,0.9602499999999999,2.86
2026-07-07,13,floor1,meter-floor1-01,154.715,158.38,230.675,0.9452499999999999,3.52
2026-07-07,13,floor2,meter-floor2-01,152.2425,155.64,230.785,0.9484999999999999,2.79
2026-07-07,13,serverroom,meter-server-01,189.35,229.12,227.7025,0.72575,16.435
2026-07-07,14,building,meter-main-01,159.28,161.27,230.3375,0.9502499999999999,2.655
2026-07-07,14,floor1,meter-floor1-01,159.4775,162.34,229.4425,0.94375,3.37
2026-07-07,14,floor2,meter-floor2-01,157.39749999999998,159.05,230.4425,0.9524999999999999,2.6875
2026-07-07,14,serverroom,meter-server-01,189.4425,220.98,231.0675,0.73975,16.4975
2026-07-07,15,building,meter-main-01,160.1525,161.75,229.98250000000002,0.9375,2.65
2026-07-07,15,floor1,meter-floor1-01,161.1975,164.84,229.6225,0.9405,3.5225
2026-07-07,15,floor2,meter-floor2-01,160.245,161.89,229.9125,0.95275,2.785
2026-07-07,15,serverroom,meter-server-01,159.4475,160.98,230.29250000000002,0.72725,15.075
2026-07-07,16,building,meter-main-01,158.1925,162.61,230.72750000000002,0.9555,2.7425
2026-07-07,16,floor1,meter-floor1-01,154.3775,156.11,230.4375,0.93725,3.54
2026-07-07,16,floor2,meter-floor2-01,155.73250000000002,160.49,230.0275,0.9405,3.0324999999999998
2026-07-07,16,serverroom,meter-server-01,182.95250000000001,228.3,227.72,0.73475,16.677500000000002
2026-07-07,17,building,meter-main-01,147.61,152.07,229.8325,0.9475,2.9025
2026-07-07,17,floor1,meter-floor1-01,148.2575,154.36,229.5475,0.9432499999999999,3.4425
2026-07-07,17,floor2,meter-floor2-01,146.3625,156.58,230.2375,0.95,2.76
2026-07-07,17,serverroom,meter-server-01,185.4525,225.04,230.23,0.73275,16.4725
2026-07-07,18,building,meter-main-01,139.9025,145.3,229.22,0.954,2.6399999999999997
2026-07-07,18,floor1,meter-floor1-01,137.575,143.47,229.4875,0.9385,3.3575
2026-07-07,18,floor2,meter-floor2-01,138.54,140.41,229.42,0.9522499999999999,2.835
2026-07-07,18,serverroom,meter-server-01,136.4175,142.96,221.5625,0.734,15.27
2026-07-07,19,building,meter-main-01,48.55,50.04,229.8375,0.9525,2.77
2026-07-07,19,floor1,meter-floor1-01,50.9675,53.82,229.6925,0.94675,3.4625
2026-07-07,19,floor2,meter-floor2-01,52.165,53.69,230.25,0.949,2.8325
2026-07-07,19,serverroom,meter-server-01,48.917500000000004,51.02,229.61,0.73625,14.98
2026-07-07,20,building,meter-main-01,49.96,53.4,229.6725,0.954,2.88
2026-07-07,20,floor1,meter-floor1-01,49.8125,53.17,229.595,0.9325,3.45
2026-07-07,20,floor2,meter-floor2-01,47.93,54.41,229.45499999999998,0.9524999999999999,2.8175
2026-07-07,20,serverroom,meter-server-01,63.8425,106.47,230.48000000000002,0.7395,15.8125
2026-07-07,21,building,meter-main-01,50.715,53.27,230.4925,0.9475,2.8075
2026-07-07,21,floor1,meter-floor1-01,49.144999999999996,51.19,229.9525,0.9415,3.5075
2026-07-07,21,floor2,meter-floor2-01,47.71,49.78,229.3475,0.9484999999999999,2.9775
2026-07-07,21,serverroom,meter-server-01,63.7575,107.17,230.3925,0.7335,15.879999999999999
2026-07-07,22,building,meter-main-01,49.585,52.96,228.7775,0.95025,2.8899999999999997
2026-07-07,22,floor1,meter-floor1-01,52.24,57.46,229.7475,0.93825,3.3899999999999997
2026-07-07,22,floor2,meter-floor2-01,51.15,54.07,229.89,0.9564999999999999,2.65
2026-07-07,22,serverroom,meter-server-01,49.55,53.88,229.7075,0.731,15.0425
2026-07-07,23,building,meter-main-01,49.49,51.57,230.73000000000002,0.9515,2.88
2026-07-07,23,floor1,meter-floor1-01,50.0925,51.12,230.22,0.93675,3.5125
2026-07-07,23,floor2,meter-floor2-01,47.725,50.06,228.98000000000002,0.9502499999999999,2.6925
2026-07-07,23,serverroom,meter-server-01,66.82,119.66,225.33249999999998,0.72975,15.9
2026-07-08,0,building,meter-main-01,48.1275,49.19,229.755,0.95,2.7775
2026-07-08,0,floor1,meter-floor1-01,50.34,50.89,229.6175,0.93725,3.4924999999999997
2026-07-08,0,floor2,meter-floor2-01,50.177499999999995,53.8,230.0475,0.951,2.6774999999999998
2026-07-08,0,serverroom,meter-server-01,49.3475,51.13,231.055,0.73275,15.005
2026-07-08,1,building,meter-main-01,50.4325,54.26,230.5775,0.9415,2.8850000000000002
2026-07-08,1,floor1,meter-floor1-01,48.97,53.57,230.32999999999998,0.942,3.425
2026-07-08,1,floor2,meter-floor2-01,51.8275,52.79,229.63,0.93775,2.9825
2026-07-08,1,serverroom,meter-server-01,60.14,93.35,229.085,0.73175,15.9775
2026-07-08,2,building,meter-main-01,52.317499999999995,53.79,229.3075,0.949,2.6725
2026-07-08,2,floor1,meter-floor1-01,48.985,55.09,230.4425,0.9415,3.5549999999999997
2026-07-08,2,floor2,meter-floor2-01,46.12,49.83,230.64249999999998,0.9532499999999999,2.775
2026-07-08,2,serverroom,meter-server-01,67.0125,122.87,227.285,0.72275,15.775
2026-07-08,3,building,meter-main-01,51.28,55.67,229.6925,0.9475,2.7800000000000002
2026-07-08,3,floor1,meter-floor1-01,49.905,52.04,230.8775,0.9375,3.65
2026-07-08,3,floor2,meter-floor2-01,49.957499999999996,54.69,231.105,0.94425,2.62
2026-07-08,3,serverroom,meter-server-01,66.72999999999999,118.6,226.6,0.723,15.8925
2026-07-08,4,building,meter-main-01,49.055,54.67,229.695,0.9524999999999999,2.7275
2026-07-08,4,floor1,meter-floor1-01,49.525,55.01,229.8375,0.93225,3.6875
2026-07-08,4,floor2,meter-floor2-01,47.6475,50.13,229.9525,0.948,2.7375
2026-07-08,4,serverroom,meter-server-01,51.0875,55.21,229.0575,0.72625,15.245000000000001
2026-07-08,5,building,meter-main-01,50.33,52.37,228.9175,0.943,2.73
2026-07-08,5,floor1,meter-floor1-01,48.1075,49.4,230.7275,0.93625,3.6525
2026-07-08,5,floor2,meter-floor2-01,50.7225,53.36,230.9425,0.95175,2.8975
2026-07-08,5,serverroom,meter-server-01,63.67,102.64,229.985,0.73425,15.8925
2026-07-08,6,building,meter-main-01,49.325,53.91,230.32,0.9544999999999999,2.795
2026-07-08,6,floor1,meter-floor1-01,50.4675,55.13,231.72,0.928,3.575
2026-07-08,6,floor2,meter-floor2-01,50.1725,51.85,229.51,0.9552499999999999,2.905
2026-07-08,6,serverroom,meter-server-01,52.1775,55.54,230.2575,0.73,15.37
2026-07-08,7,building,meter-main-01,49.6325,52.62,230.94,0.944,2.765
2026-07-08,7,floor1,meter-floor1-01,49.4925,53.81,229.85750000000002,0.9265,3.7675
2026-07-08,7,floor2,meter-floor2-01,51.0175,54.42,229.70999999999998,0.9512499999999999,2.63
2026-07-08,7,serverroom,meter-server-01,52.155,55.49,225.3875,0.72475,15.227500000000001
2026-07-08,8,building,meter-main-01,88.4725,95.29,229.8725,0.9535,2.985
2026-07-08,8,floor1,meter-floor1-01,90.895,95.62,229.3775,0.92825,3.575
2026-07-08,8,floor2,meter-floor2-01,88.935,90.92,230.72,0.9535,2.8600000000000003
2026-07-08,8,serverroom,meter-server-01,115.9925,152.14,228.9025,0.73675,16.6175
2026-07-08,9,building,meter-main-01,105.545,109.51,230.6925,0.94675,2.9125
2026-07-08,9,floor1,meter-floor1-01,104.6675,108.67,230.5,0.93175,3.9375
2026-07-08,9,floor2,meter-floor2-01,106.26,112.45,229.9725,0.9435,2.7275
2026-07-08,9,serverroom,meter-server-01,115.64,146.27,226.3475,0.736,15.86
2026-07-08,10,building,meter-main-01,120.35249999999999,124.58,229.9425,0.9522499999999999,2.935
2026-07-08,10,floor1,meter-floor1-01,120.1975,121.67,228.465,0.9317500000000001,3.84
2026-07-08,10,floor2,meter-floor2-01,119.32,125.55,230.07,0.94475,3.0675
2026-07-08,10,serverroom,meter-server-01,121.08,125.38,223.66,0.729,15.135
2026-07-08,11,building,meter-main-01,136.95,144.19,228.6625,0.9502499999999999,2.575
2026-07-08,11,floor1,meter-floor1-01,134.4075,140.82,229.935,0.9217500000000001,3.835
2026-07-08,11,floor2,meter-floor2-01,134.08749999999998,141.14,229.1625,0.955,3.0700000000000003
2026-07-08,11,serverroom,meter-server-01,151.8775,197.2,228.0725,0.73,15.865
2026-07-08,12,building,meter-main-01,147.965,151.25,229.495,0.9532499999999999,2.9325
2026-07-08,12,floor1,meter-floor1-01,148.98,152.91,229.91750000000002,0.92475,3.8275
2026-07-08,12,floor2,meter-floor2-01,146.385,151.81,230.4575,0.9464999999999999,2.775
2026-07-08,12,serverroom,meter-server-01,147.3225,152.99,231.635,0.72975,15.0625
2026-07-08,13,building,meter-main-01,155.3175,157.02,230.4425,0.9584999999999999,2.8525
