date,hour,zone,device_id,occupancy_mean,occupancy_peak,desk_utilization_pct,booking_rate,ghost_bookings
2026-07-06,1,meetingA,occ-meeting-a,1.0,1.0,1.25,0.0,0
2026-07-06,1,meetingB,occ-meeting-b,0.5,1.0,0.0,0.0,0
2026-07-06,2,floor1,occ-floor1-01,1.0,1.0,0.0,0.0,0
2026-07-06,2,floor2,occ-floor2-01,2.0,2.0,0.0,0.0,0
2026-07-06,2,meetingA,occ-meeting-a,1.5,2.0,0.0,0.0,0
2026-07-06,2,meetingB,occ-meeting-b,1.5,2.0,0.0,0.0,0
2026-07-06,3,floor1,occ-floor1-01,1.0,2.0,0.0,0.0,0
2026-07-06,3,floor2,occ-floor2-01,0.5,1.0,0.0,0.0,0
2026-07-06,3,meetingA,occ-meeting-a,1.5,2.0,0.0,0.0,0
2026-07-06,3,meetingB,occ-meeting-b,0.5,1.0,1.25,0.0,0
2026-07-06,4,floor1,occ-floor1-01,1.0,2.0,0.0,0.0,0
2026-07-06,4,floor2,occ-floor2-01,1.5,2.0,0.0,0.0,0
2026-07-06,4,meetingA,occ-meeting-a,1.0,1.0,1.25,0.0,0
2026-07-06,4,meetingB,occ-meeting-b,1.0,1.0,0.0,0.0,0
2026-07-06,5,floor1,occ-floor1-01,0.5,1.0,0.0,0.0,0
2026-07-06,5,floor2,occ-floor2-01,2.0,2.0,0.0,0.0,0
2026-07-06,5,meetingA,occ-meeting-a,1.0,2.0,0.0,0.0,0
2026-07-06,5,meetingB,occ-meeting-b,1.0,1.0,0.0,0.0,0
2026-07-06,6,floor1,occ-floor1-01,1.0,2.0,0.0,0.0,0
2026-07-06,6,floor2,occ-floor2-01,0.5,1.0,0.0,0.0,0
2026-07-06,6,meetingA,occ-meeting-a,1.5,2.0,0.0,0.0,0
2026-07-06,6,meetingB,occ-meeting-b,1.0,2.0,0.0,0.0,0
2026-07-06,7,floor1,occ-floor1-01,0.0,0.0,0.0,0.0,0
2026-07-06,7,floor2,occ-floor2-01,1.5,2.0,0.0,0.0,0
2026-07-06,7,meetingA,occ-meeting-a,1.5,2.0,0.0,0.0,0
2026-07-06,7,meetingB,occ-meeting-b,1.5,2.0,0.0,0.0,0
2026-07-06,8,floor1,occ-floor1-01,22.5,24.0,55.0,0.5,1
2026-07-06,8,floor2,occ-floor2-01,23.0,23.0,55.0,1.0,1
2026-07-06,8,meetingA,occ-meeting-a,22.0,23.0,51.25,1.0,1
2026-07-06,8,meetingB,occ-meeting-b,22.0,24.0,52.5,0.0,0
2026-07-06,9,floor1,occ-floor1-01,30.5,34.0,72.5,0.0,0
2026-07-06,9,floor2,occ-floor2-01,28.0,29.0,66.25,1.0,0
2026-07-06,9,meetingA,occ-meeting-a,24.5,25.0,61.25,1.0,1
2026-07-06,9,meetingB,occ-meeting-b,28.5,31.0,70.0,0.5,1
2026-07-06,10,floor1,occ-floor1-01,33.5,35.0,80.0,0.0,0
2026-07-06,10,floor2,occ-floor2-01,33.0,34.0,78.75,0.5,1
2026-07-06,10,meetingA,occ-meeting-a,31.5,35.0,77.5,0.0,0
2026-07-06,10,meetingB,occ-meeting-b,31.0,32.0,73.75,0.5,1
2026-07-06,11,floor1,occ-floor1-01,34.0,37.0,82.5,0.5,0
2026-07-06,11,floor2,occ-floor2-01,35.0,36.0,86.25,0.5,0
2026-07-06,11,meetingA,occ-meeting-a,36.0,38.0,90.0,1.0,0
2026-07-06,11,meetingB,occ-meeting-b,34.5,35.0,85.0,0.5,0
2026-07-06,12,floor1,occ-floor1-01,38.0,40.0,93.75,1.0,0
2026-07-06,12,floor2,occ-floor2-01,37.5,39.0,91.25,0.5,0
2026-07-06,12,meetingA,occ-meeting-a,37.5,39.0,91.25,1.0,0
2026-07-06,12,meetingB,occ-meeting-b,37.5,39.0,91.25,0.0,0
2026-07-06,13,floor1,occ-floor1-01,39.5,41.0,96.25,0.5,0
2026-07-06,13,floor2,occ-floor2-01,38.5,39.0,93.75,1.0,1
2026-07-06,13,meetingA,occ-meeting-a,36.5,38.0,88.75,1.0,1
2026-07-06,13,meetingB,occ-meeting-b,34.5,37.0,86.25,0.5,0
2026-07-06,14,floor1,occ-floor1-01,40.0,41.0,95.0,0.5,1
2026-07-06,14,floor2,occ-floor2-01,38.5,39.0,92.5,0.5,0
2026-07-06,14,meetingA,occ-meeting-a,36.0,36.0,90.0,0.0,0
2026-07-06,14,meetingB,occ-meeting-b,33.0,34.0,82.5,1.0,0
2026-07-06,15,floor1,occ-floor1-01,32.5,35.0,78.75,0.5,0
2026-07-06,15,floor2,occ-floor2-01,34.5,37.0,83.75,0.5,0
2026-07-06,15,meetingA,occ-meeting-a,37.0,39.0,88.75,0.5,0
2026-07-06,15,meetingB,occ-meeting-b,29.0,30.0,71.25,0.5,1
2026-07-06,16,floor1,occ-floor1-01,26.5,30.0,63.75,0.5,1
2026-07-06,16,floor2,occ-floor2-01,26.0,29.0,62.5,1.0,0
2026-07-06,16,meetingA,occ-meeting-a,28.5,32.0,68.75,0.0,0
2026-07-06,16,meetingB,occ-meeting-b,27.5,30.0,65.0,1.0,1
2026-07-06,17,floor1,occ-floor1-01,17.0,18.0,37.5,0.0,0
2026-07-06,17,floor2,occ-floor2-01,20.0,20.0,48.75,1.0,1
2026-07-06,17,meetingA,occ-meeting-a,19.5,21.0,45.0,1.0,1
2026-07-06,17,meetingB,occ-meeting-b,17.5,19.0,41.25,0.5,0
2026-07-06,18,floor1,occ-floor1-01,10.0,13.0,22.5,0.5,0
2026-07-06,18,floor2,occ-floor2-01,10.0,14.0,23.75,0.5,0
2026-07-06,18,meetingA,occ-meeting-a,9.5,12.0,23.75,0.5,0
2026-07-06,18,meetingB,occ-meeting-b,11.5,16.0,26.25,0.5,0
2026-07-06,19,floor1,occ-floor1-01,1.5,2.0,0.0,0.0,0
2026-07-06,19,floor2,occ-floor2-01,1.5,2.0,0.0,0.0,0
2026-07-06,19,meetingA,occ-meeting-a,1.0,2.0,0.0,0.0,0
2026-07-06,19,meetingB,occ-meeting-b,1.5,2.0,0.0,0.0,0
2026-07-06,20,floor1,occ-floor1-01,0.5,1.0,0.0,0.0,0
2026-07-06,20,floor2,occ-floor2-01,0.0,0.0,0.0,0.0,0
2026-07-06,20,meetingA,occ-meeting-a,1.0,2.0,1.25,0.0,0
2026-07-06,20,meetingB,occ-meeting-b,0.5,1.0,0.0,0.0,0
2026-07-06,21,floor1,occ-floor1-01,2.0,2.0,0.0,0.0,0
2026-07-06,21,floor2,occ-floor2-01,1.0,2.0,0.0,0.0,0
2026-07-06,21,meetingA,occ-meeting-a,1.5,2.0,0.0,0.0,0
2026-07-06,21,meetingB,occ-meeting-b,1.0,2.0,0.0,0.0,0
2026-07-06,22,floor1,occ-floor1-01,0.0,0.0,0.0,0.0,0
2026-07-06,22,floor2,occ-floor2-01,0.5,1.0,0.0,0.0,0
2026-07-06,22,meetingA,occ-meeting-a,2.0,2.0,0.0,0.0,0
2026-07-06,22,meetingB,occ-meeting-b,1.0,2.0,0.0,0.0,0
2026-07-06,23,floor1,occ-floor1-01,2.0,2.0,0.0,0.0,0
2026-07-06,23,floor2,occ-floor2-01,0.0,0.0,0.0,0.0,0
2026-07-06,23,meetingA,occ-meeting-a,1.0,2.0,0.0,0.0,0
2026-07-06,23,meetingB,occ-meeting-b,0.5,1.0,0.0,0.0,0
2026-07-07,0,floor1,occ-floor1-01,1.0,1.0,0.0,0.0,0
2026-07-07,0,floor2,occ-floor2-01,0.5,1.0,0.0,0.0,0
2026-07-07,0,meetingA,occ-meeting-a,1.0,1.0,0.0,0.0,0
2026-07-07,0,meetingB,occ-meeting-b,1.0,1.0,0.0,0.0,0
2026-07-07,1,floor1,occ-floor1-01,0.5,1.0,0.0,0.0,0
2026-07-07,1,floor2,occ-floor2-01,2.5,3.0,1.25,0.0,0
2026-07-07,1,meetingA,occ-meeting-a,1.0,1.0,0.0,0.0,0
2026-07-07,1,meetingB,occ-meeting-b,2.0,2.0,1.25,0.0,0
2026-07-07,2,floor1,occ-floor1-01,1.0,2.0,0.0,0.0,0
2026-07-07,2,floor2,occ-floor2-01,1.5,2.0,0.0,0.0,0
2026-07-07,2,meetingA,occ-meeting-a,1.0,2.0,0.0,0.0,0
2026-07-07,2,meetingB,occ-meeting-b,1.0,2.0,0.0,0.0,0
2026-07-07,3,floor1,occ-floor1-01,2.0,2.0,0.0,0.0,0
2026-07-07,3,floor2,occ-floor2-01,1.0,2.0,0.0,0.0,0
2026-07-07,3,meetingA,occ-meeting-a,0.5,1.0,0.0,0.0,0
2026-07-07,3,meetingB,occ-meeting-b,0.0,0.0,0.0,0.0,0
2026-07-07,4,floor1,occ-floor1-01,1.0,1.0,0.0,0.0,0
2026-07-07,4,floor2,occ-floor2-01,0.0,0.0,0.0,0.0,0
2026-07-07,4,meetingA,occ-meeting-a,1.0,2.0,0.0,0.0,0
2026-07-07,4,meetingB,occ-meeting-b,1.0,2.0,0.0,0.0,0
2026-07-07,5,floor1,occ-floor1-01,1.0,2.0,0.0,0.0,0
2026-07-07,5,floor2,occ-floor2-01,2.0,2.0,0.0,0.0,0
2026-07-07,5,meetingA,occ-meeting-a,1.0,1.0,0.0,0.0,0
2026-07-07,5,meetingB,occ-meeting-b,0.0,0.0,0.0,0.0,0
2026-07-07,6,floor1,occ-floor1-01,1.5,2.0,0.0,0.0,0
2026-07-07,6,floor2,occ-floor2-01,2.0,2.0,0.0,0.0,0
2026-07-07,6,meetingA,occ-meeting-a,1.5,3.0,1.25,0.0,0
2026-07-07,6,meetingB,occ-meeting-b,0.5,1.0,0.0,0.0,0
2026-07-07,7,floor1,occ-floor1-01,0.5,1.0,0.0,0.0,0
2026-07-07,7,floor2,occ-floor2-01,1.5,2.0,0.0,0.0,0
2026-07-07,7,meetingA,occ-meeting-a,1.0,2.0,0.0,0.0,0
2026-07-07,7,meetingB,occ-meeting-b,0.0,0.0,0.0,0.0,0
2026-07-07,8,floor1,occ-floor1-01,23.0,26.0,55.0,0.5,0
2026-07-07,8,floor2,occ-floor2-01,20.5,24.0,48.75,0.0,0
2026-07-07,8,meetingA,occ-meeting-a,22.5,26.0,55.0,1.0,1
2026-07-07,8,meetingB,occ-meeting-b,21.5,22.0,53.75,0.5,0
2026-07-07,9,floor1,occ-floor1-01,29.0,30.0,71.25,1.0,1
2026-07-07,9,floor2,occ-floor2-01,28.0,29.0,67.5,0.5,0
2026-07-07,9,meetingA,occ-meeting-a,30.0,32.0,70.0,1.0,0
2026-07-07,9,meetingB,occ-meeting-b,26.0,30.0,61.25,0.5,1
2026-07-07,10,floor1,occ-floor1-01,33.0,33.0,78.75,1.0,1
2026-07-07,10,floor2,occ-floor2-01,31.5,34.0,76.25,0.5,0
2026-07-07,10,meetingA,occ-meeting-a,29.5,30.0,71.25,0.5,1
2026-07-07,10,meetingB,occ-meeting-b,30.5,31.0,76.25,1.0,1
2026-07-07,11,floor1,occ-floor1-01,34.5,36.0,83.75,0.0,0
2026-07-07,11,floor2,occ-floor2-01,36.0,37.0,87.5,0.5,0
2026-07-07,11,meetingA,occ-meeting-a,35.0,37.0,83.75,0.0,0
2026-07-07,11,meetingB,occ-meeting-b,34.5,35.0,82.5,0.0,0
2026-07-07,12,floor1,occ-floor1-01,37.0,38.0,90.0,1.0,0
2026-07-07,12,floor2,occ-floor2-01,38.0,39.0,92.5,0.0,0
2026-07-07,12,meetingA,occ-meeting-a,36.0,38.0,88.75,0.5,0
2026-07-07,12,meetingB,occ-meeting-b,35.5,37.0,87.5,0.5,0
2026-07-07,13,floor1,occ-floor1-01,37.0,38.0,91.25,1.0,0
2026-07-07,13,floor2,occ-floor2-01,39.5,40.0,96.25,0.0,0
2026-07-07,13,meetingA,occ-meeting-a,36.5,37.0,90.0,0.0,0
2026-07-07,13,meetingB,occ-meeting-b,37.0,39.0,88.75,0.5,0
2026-07-07,14,floor1,occ-floor1-01,38.0,39.0,92.5,1.0,1
2026-07-07,14,floor2,occ-floor2-01,36.0,37.0,88.75,0.0,0
2026-07-07,14,meetingA,occ-meeting-a,38.0,41.0,90.0,0.5,0
2026-07-07,14,meetingB,occ-meeting-b,35.0,36.0,85.0,0.0,0
2026-07-07,15,floor1,occ-floor1-01,35.0,38.0,85.0,1.0,0
2026-07-07,15,floor2,occ-floor2-01,36.0,37.0,87.5,0.5,0
2026-07-07,15,meetingA,occ-meeting-a,32.5,35.0,80.0,0.5,0
2026-07-07,15,meetingB,occ-meeting-b,33.5,34.0,83.75,0.5,0
2026-07-07,16,floor1,occ-floor1-01,27.0,27.0,67.5,1.0,1
2026-07-07,16,floor2,occ-floor2-01,25.0,26.0,58.75,0.5,0
2026-07-07,16,meetingA,occ-meeting-a,26.0,28.0,63.75,1.0,0
2026-07-07,16,meetingB,occ-meeting-b,28.0,32.0,67.5,1.0,0
2026-07-07,17,floor1,occ-floor1-01,19.0,20.0,46.25,0.5,0
2026-07-07,17,floor2,occ-floor2-01,19.0,21.0,45.0,0.0,0
2026-07-07,17,meetingA,occ-meeting-a,19.5,22.0,46.25,0.5,1
2026-07-07,17,meetingB,occ-meeting-b,18.0,21.0,43.75,1.0,1
2026-07-07,18,floor1,occ-floor1-01,12.0,13.0,25.0,1.0,1
2026-07-07,18,floor2,occ-floor2-01,13.5,16.0,32.5,0.5,0
2026-07-07,18,meetingA,occ-meeting-a,12.5,15.0,28.75,0.5,0
2026-07-07,18,meetingB,occ-meeting-b,10.5,13.0,23.75,0.0,0
2026-07-07,19,floor1,occ-floor1-01,1.5,2.0,0.0,0.0,0
2026-07-07,19,floor2,occ-floor2-01,1.0,2.0,0.0,0.0,0
2026-07-07,19,meetingA,occ-meeting-a,1.5,2.0,0.0,0.0,0
2026-07-07,19,meetingB,occ-meeting-b,1.0,2.0,0.0,0.0,0
2026-07-07,20,floor1,occ-floor1-01,0.5,1.0,0.0,0.0,0
2026-07-07,20,floor2,occ-floor2-01,1.0,1.0,0.0,0.0,0
2026-07-07,20,meetingA,occ-meeting-a,0.0,0.0,0.0,0.0,0
2026-07-07,20,meetingB,occ-meeting-b,1.0,1.0,1.25,0.0,0
2026-07-07,21,floor1,occ-floor1-01,1.5,2.0,0.0,0.0,0
2026-07-07,21,floor2,occ-floor2-01,1.0,2.0,0.0,0.0,0
2026-07-07,21,meetingA,occ-meeting-a,0.5,1.0,0.0,0.0,0
2026-07-07,21,meetingB,occ-meeting-b,1.0,1.0,0.0,0.0,0
2026-07-07,22,floor1,occ-floor1-01,2.0,2.0,0.0,0.0,0
2026-07-07,22,floor2,occ-floor2-01,1.5,2.0,0.0,0.0,0
2026-07-07,22,meetingA,occ-meeting-a,1.0,2.0,0.0,0.0,0
2026-07-07,22,meetingB,occ-meeting-b,1.0,2.0,0.0,0.0,0
2026-07-07,23,floor1,occ-floor1-01,0.0,0.0,0.0,0.0,0
2026-07-07,23,floor2,occ-floor2-01,0.5,1.0,0.0,0.0,0
2026-07-07,23,meetingA,occ-meeting-a,0.0,0.0,0.0,0.0,0
2026-07-07,23,meetingB,occ-meeting-b,0.5,1.0,0.0,0.0,0
2026-07-08,0,floor1,occ-floor1-01,1.5,2.0,0.0,0.0,0
2026-07-08,0,floor2,occ-floor2-01,1.5,2.0,0.0,0.0,0
2026-07-08,0,meetingA,occ-meeting-a,1.0,1.0,0.0,0.0,0
2026-07-08,0,meetingB,occ-meeting-b,2.5,3.0,1.25,0.0,0
2026-07-08,1,floor1,occ-floor1-01,1.5,2.0,1.25,0.0,0
2026-07-08,1,floor2,occ-floor2-01,1.5,2.0,1.25,0.0,0
2026-07-08,1,meetingA,occ-meeting-a,0.0,0.0,0.0,0.0,0
2026-07-08,1,meetingB,occ-meeting-b,2.0,2.0,0.0,0.0,0
2026-07-08,2,floor1,occ-floor1-01,2.0,2.0,0.0,0.0,0
2026-07-08,2,floor2,occ-floor2-01,1.0,2.0,0.0,0.0,0
2026-07-08,2,meetingA,occ-meeting-a,1.5,2.0,1.25,0.0,0
2026-07-08,2,meetingB,occ-meeting-b,0.5,1.0,0.0,0.0,0
2026-07-08,3,floor1,occ-floor1-01,0.0,0.0,0.0,0.0,0
2026-07-08,3,floor2,occ-floor2-01,1.5,2.0,0.0,0.0,0
2026-07-08,3,meetingA,occ-meeting-a,0.0,0.0,0.0,0.0,0
2026-07-08,3,meetingB,occ-meeting-b,1.0,1.0,0.0,0.0,0
2026-07-08,4,floor1,occ-floor1-01,0.0,0.0,0.0,0.0,0
2026-07-08,4,floor2,occ-floor2-01,0.5,1.0,1.25,0.0,0
2026-07-08,4,meetingA,occ-meeting-a,1.0,2.0,0.0,0.0,0
2026-07-08,4,meetingB,occ-meeting-b,1.0,2.0,0.0,0.0,0
2026-07-08,5,floor1,occ-floor1-01,1.0,2.0,0.0,0.0,0
2026-07-08,5,floor2,occ-floor2-01,1.5,2.0,0.0,0.0,0
2026-07-08,5,meetingA,occ-meeting-a,0.0,0.0,0.0,0.0,0
2026-07-08,5,meetingB,occ-meeting-b,1.0,1.0,0.0,0.0,0
2026-07-08,6,floor1,occ-floor1-01,0.0,0.0,0.0,0.0,0
2026-07-08,6,floor2,occ-floor2-01,0.0,0.0,0.0,0.0,0
2026-07-08,6,meetingA,occ-meeting-a,0.0,0.0,0.0,0.0,0
2026-07-08,6,meetingB,occ-meeting-b,0.5,1.0,0.0,0.0,0
2026-07-08,7,floor1,occ-floor1-01,0.5,1.0,0.0,0.0,0
2026-07-08,7,floor2,occ-floor2-01,1.5,2.0,0.0,0.0,0
2026-07-08,7,meetingA,occ-meeting-a,0.5,1.0,0.0,0.0,0
2026-07-08,7,meetingB,occ-meeting-b,0.5,1.0,0.0,0.0,0
2026-07-08,8,floor1,occ-floor1-01,24.5,28.0,57.5,1.0,1
2026-07-08,8,floor2,occ-floor2-01,24.0,24.0,57.5,0.5,0
2026-07-08,8,meetingA,occ-meeting-a,22.0,26.0,53.75,0.5,0
2026-07-08,8,meetingB,occ-meeting-b,21.5,25.0,50.0,0.5,0
2026-07-08,9,floor1,occ-floor1-01,29.0,32.0,67.5,0.0,0
2026-07-08,9,floor2,occ-floor2-01,28.0,29.0,67.5,1.0,1
2026-07-08,9,meetingA,occ-meeting-a,28.0,32.0,67.5,0.0,0
2026-07-08,9,meetingB,occ-meeting-b,28.5,29.0,70.0,1.0,0
2026-07-08,10,floor1,occ-floor1-01,32.5,33.0,78.75,0.0,0
2026-07-08,10,floor2,occ-floor2-01,32.5,36.0,77.5,1.0,1
2026-07-08,10,meetingA,occ-meeting-a,33.5,35.0,81.25,1.0,1
2026-07-08,10,meetingB,occ-meeting-b,31.5,33.0,75.0,0.0,0
2026-07-08,11,floor1,occ-floor1-01,36.5,37.0,90.0,0.5,0
2026-07-08,11,floor2,occ-floor2-01,35.5,37.0,85.0,0.5,0
2026-07-08,11,meetingA,occ-meeting-a,35.5,38.0,86.25,1.0,2
2026-07-08,11,meetingB,occ-meeting-b,36.0,38.0,87.5,0.5,1
2026-07-08,12,floor1,occ-floor1-01,38.0,39.0,91.25,0.0,0
2026-07-08,12,floor2,occ-floor2-01,38.0,38.0,93.75,1.0,1
2026-07-08,12,meetingA,occ-meeting-a,33.5,35.0,81.25,0.5,1
2026-07-08,12,meetingB,occ-meeting-b,36.0,38.0,90.0,1.0,0
2026-07-08,13,floor1,occ-floor1-01,36.5,38.0,91.25,1.0,0
2026-07-08,13,floor2,occ-floor2-01,39.0,39.0,96.25,1.0,0
2026-07-08,13,meetingA,occ-meeting-a,38.5,39.0,96.25,0.5,0
2026-07-08,13,meetingB,occ-meeting-b,37.0,41.0,88.75,0.5,1
2026-07-08,14,floor1,occ-floor1-01,38.5,41.0,92.5,0.0,0
2026-07-08,14,floor2,occ-floor2-01,35.5,37.0,88.75,0.0,0
2026-07-08,14,meetingA,occ-meeting-a,37.5,38.0,90.0,1.0,2
2026-07-08,14,meetingB,occ-meeting-b,38.5,40.0,93.75,1.0,1
2026-07-08,15,floor1,occ-floor1-01,36.5,39.0,86.25,0.0,0
2026-07-08,15,floor2,occ-floor2-01,36.0,36.0,85.0,0.5,0
2026-07-08,15,meetingA,occ-meeting-a,35.5,38.0,85.0,0.5,0
2026-07-08,15,meetingB,occ-meeting-b,34.0,34.0,81.25,1.0,0
2026-07-08,16,floor1,occ-floor1-01,30.0,33.0,75.0,1.0,0
2026-07-08,16,floor2,occ-floor2-01,28.0,32.0,67.5,0.0,0
2026-07-08,16,meetingA,occ-meeting-a,26.5,29.0,63.75,1.0,0
2026-07-08,16,meetingB,occ-meeting-b,26.0,31.0,65.0,0.5,0
2026-07-08,17,floor1,occ-floor1-01,16.5,18.0,38.75,0.0,0
2026-07-08,17,floor2,occ-floor2-01,17.0,20.0,40.0,0.5,1
2026-07-08,17,meetingA,occ-meeting-a,21.0,22.0,50.0,0.0,0
2026-07-08,17,meetingB,occ-meeting-b,19.5,23.0,46.25,0.0,0
2026-07-08,18,floor1,occ-floor1-01,14.0,17.0,33.75,0.5,0
2026-07-08,18,floor2,occ-floor2-01,10.5,12.0,25.0,0.5,0
2026-07-08,18,meetingA,occ-meeting-a,11.5,13.0,27.5,0.0,0
2026-07-08,18,meetingB,occ-meeting-b,9.5,11.0,22.5,0.0,0
2026-07-08,19,floor1,occ-floor1-01,0.5,1.0,0.0,0.0,0
2026-07-08,19,floor2,occ-floor2-01,1.0,1.0,0.0,0.0,0
2026-07-08,19,meetingA,occ-meeting-a,0.0,0.0,0.0,0.0,0
2026-07-08,19,meetingB,occ-meeting-b,1.5,2.0,0.0,0.0,0
2026-07-08,20,floor1,occ-floor1-01,1.0,1.0,0.0,0.0,0
2026-07-08,20,floor2,occ-floor2-01,1.5,2.0,0.0,0.0,0
2026-07-08,20,meetingA,occ-meeting-a,1.5,2.0,0.0,0.0,0
2026-07-08,20,meetingB,occ-meeting-b,0.5,1.0,0.0,0.0,0
2026-07-08,21,floor1,occ-floor1-01,2.0,2.0,0.0,0.0,0
2026-07-08,21,floor2,occ-floor2-01,1.5,2.0,0.0,0.0,0
2026-07-08,21,meetingA,occ-meeting-a,0.5,1.0,0.0,0.0,0
2026-07-08,21,meetingB,occ-meeting-b,2.0,2.0,0.0,0.0,0
2026-07-08,22,floor1,occ-floor1-01,1.0,2.0,0.0,0.0,0
2026-07-08,22,floor2,occ-floor2-01,0.5,1.0,0.0,0.0,0
2026-07-08,22,meetingA,occ-meeting-a,1.5,2.0,0.0,0.0,0
